日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2023-04-05,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,220,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-06,payment,日用雑貨,消耗品,-,-,,証明写真,-,（プレミアム会員で表示）,0,900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-06,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,286,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-08,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,211,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-08,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,211,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-10,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,211,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-11,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,223,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-12,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,212,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,324,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,222,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-14,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,452,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-15,payment,教育・教養,受験料,-,-,,CCNA,-,（プレミアム会員で表示）,0,42900,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-16,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,630,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-19,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,223,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-20,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-20,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,4950,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-21,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,105,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-22,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,106,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-22,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,739,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-23,payment,美容・衣服,洋服,-,-,,サンダル,-,（プレミアム会員で表示）,0,3328,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-23,payment,住まい,家電,-,-,,シェーバー,-,（プレミアム会員で表示）,0,3980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-24,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,748,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-26,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,312,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-27,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,116,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-27,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,107,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-27,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,223,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-28,income,給与所得,-,-,-,,退職金,-,（プレミアム会員で表示）,182887,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-28,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,331,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-28,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,25000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-04-30,payment,エンタメ,書籍,-,-,,,-,（プレミアム会員で表示）,0,1412,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-01,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,548,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-01,payment,美容・衣服,美容院,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-02,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,528,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-02,payment,食費,カフェ,-,-,,,-,（プレミアム会員で表示）,0,250,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-02,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,190,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-03,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-04,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,203,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-05,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,211,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-05,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,405,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-05,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,140,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-06,payment,交際費,奢り,-,-,,,-,（プレミアム会員で表示）,0,942,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-06,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,405,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-06,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,220,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-06,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,84,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-05-07,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,430,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
