日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替,残高調整,通貨変換前の金額,集計の設定
2023-08-31,payment,その他,チョコザップ,-,-,,,-,（プレミアム会員で表示）,0,2978,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-02,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1249,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-05,payment,その他,ふるさと納税,-,-,,,-,（プレミアム会員で表示）,0,30000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-05,payment,エンタメ,スマホ,-,-,,撮影スタンド,-,（プレミアム会員で表示）,0,3480,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-05,payment,住まい,家電,-,-,,xreal,-,（プレミアム会員で表示）,0,58425,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-05,payment,交際費,飲み会,-,-,,同期,-,（プレミアム会員で表示）,0,3600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-07,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,624,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-08,payment,美容・衣服,洋服,-,-,,"WYM ダウンベスト",-,（プレミアム会員で表示）,0,3260,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-09,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1036,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-12,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2542,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-12,payment,水道・光熱,水道料金,-,-,,,-,（プレミアム会員で表示）,0,3806,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-13,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,162,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-14,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-15,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-15,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,7780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-17,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1773,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-18,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,314,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-19,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,110,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-19,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,2700,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-19,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,752,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-20,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-20,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,386,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-21,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-21,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,435,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-22,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,350,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-22,payment,その他,経費,-,-,,Suica,-,（プレミアム会員で表示）,0,8280,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-23,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,416,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-23,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,5600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-24,payment,その他,チョコザップ,-,-,,,-,（プレミアム会員で表示）,0,2978,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-24,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,26667,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,250027,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-25,income,給与所得,-,-,-,,経費,-,（プレミアム会員で表示）,50860,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-26,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,800,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-26,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,950,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-27,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,288,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-27,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,945,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-28,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,579,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-28,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,750,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-28,payment,教育・教養,Udemy,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-28,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,318,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-28,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,8360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-29,payment,美容・衣服,美容院,-,-,,,-,（プレミアム会員で表示）,0,3960,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-29,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,2451,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-29,payment,食費,食料品,-,-,,ソーダストリーム,-,（プレミアム会員で表示）,0,2380,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,759,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,308,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,640,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3980,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-09-30,payment,その他,出張中の経費にならない出費,-,-,,,-,（プレミアム会員で表示）,0,2419,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-03,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-04,income,その他,-,-,-,,楽天ポイントをSuicaにチャージ,-,（プレミアム会員で表示）,5000,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-05,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,910,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-06,payment,美容・衣服,洋服,-,-,,"WYM グラデーションニット",-,（プレミアム会員で表示）,0,6850,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-07,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,227,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-07,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,2750,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-08,payment,食費,昼ご飯,-,-,,家系ラーメン,-,（プレミアム会員で表示）,0,780,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-08,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,367,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-08,payment,美容・衣服,洋服,-,-,,ネックレス,-,（プレミアム会員で表示）,0,2000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-08,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,848,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-08,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,318,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-09,payment,交際費,デート,-,-,,with,-,（プレミアム会員で表示）,0,4600,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-13,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,230,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-13,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,5000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-14,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-14,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,26667,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-15,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,794,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-16,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,220,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-16,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,388,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-17,payment,その他,経費,-,-,,シャッフル,-,（プレミアム会員で表示）,0,4300,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-19,payment,その他,経費,-,-,,Suica,-,（プレミアム会員で表示）,0,690,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-21,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2555,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-22,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,334,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-22,payment,食費,カフェ,-,-,,,-,（プレミアム会員で表示）,0,1130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-23,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,585,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,250027,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-25,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,4990,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-26,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1914,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-26,payment,美容・衣服,洋服,-,-,,"UNIQLO スウェット グレー ネイビー
               ヒートテック",-,（プレミアム会員で表示）,0,5470,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-27,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-28,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,916,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-28,payment,食費,晩ご飯,-,-,,,-,（プレミアム会員で表示）,0,1000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-28,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,553,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-29,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,110,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-29,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-29,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,2092,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-30,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-31,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,848,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-10-31,payment,エンタメ,漫画,-,-,,推しの子,-,（プレミアム会員で表示）,0,7971,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-01,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1390,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-02,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,146,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-02,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,328,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-03,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,1100,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-03,payment,美容・衣服,洋服,-,-,,"WYM ダウン ニット",-,（プレミアム会員で表示）,0,14150,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-03,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,1960,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-04,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,334,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-04,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,3550,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-04,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,602,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-06,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1058,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-09,payment,食費,朝ご飯,-,-,,,-,（プレミアム会員で表示）,0,230,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-12,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1253,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-15,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-15,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,26667,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-16,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,732,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-18,payment,食費,昼ご飯,-,-,,,-,（プレミアム会員で表示）,0,1500,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-18,payment,エンタメ,レジャー,-,-,,,-,（プレミアム会員で表示）,0,871,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-18,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,633,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-19,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1113,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-19,payment,水道・光熱,水道料金,-,-,,,-,（プレミアム会員で表示）,0,3806,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-19,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2221,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-19,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,105,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-20,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,437,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-22,payment,水道・光熱,ガス料金,-,-,,,-,（プレミアム会員で表示）,0,1073,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-22,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-24,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,250027,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-24,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,2747,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-24,income,給与所得,-,-,-,,,-,（プレミアム会員で表示）,2897,0,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-25,payment,住まい,家電,-,-,,イヤホン,-,（プレミアム会員で表示）,0,34915,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-25,payment,住まい,家具,-,-,,yogibo,-,（プレミアム会員で表示）,0,5930,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-25,payment,エンタメ,スマホ,-,-,,モバイルバッテリー,-,（プレミアム会員で表示）,0,7880,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-26,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,2241,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-29,payment,エンタメ,スマホ,-,-,,,-,（プレミアム会員で表示）,0,9102,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-11-29,payment,日用雑貨,消耗品,-,-,,,-,（プレミアム会員で表示）,0,2199,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-01,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,1410,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-01,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,2000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-03,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,843,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-04,payment,美容・衣服,洋服,-,-,,"utusiyo アノラック",-,（プレミアム会員で表示）,0,10000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-09,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,360,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-09,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1914,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-10,payment,住まい,家電,-,-,,マウス,-,（プレミアム会員で表示）,0,4899,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-10,payment,住まい,家具,-,-,,スタンディングデスク,-,（プレミアム会員で表示）,0,11188,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-10,payment,交通,Suica,-,-,,,-,（プレミアム会員で表示）,0,356,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-10,payment,交際費,飲み会,-,-,,,-,（プレミアム会員で表示）,0,6188,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-13,payment,水道・光熱,電気料金,-,-,,,-,（プレミアム会員で表示）,0,2122,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-14,payment,その他,積立NISA,-,-,,,-,（プレミアム会員で表示）,0,33333,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-14,payment,その他,ETF,-,-,,,-,（プレミアム会員で表示）,0,26667,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-17,payment,食費,食料品,-,-,,,-,（プレミアム会員で表示）,0,1250,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-18,payment,エンタメ,漫画,-,-,,,-,（プレミアム会員で表示）,0,7056,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-19,payment,その他,COZUCHI,-,-,,,-,（プレミアム会員で表示）,0,200000,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-21,payment,その他,経費,-,-,,,-,（プレミアム会員で表示）,0,3400,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
2023-12-22,payment,住まい,家賃,-,-,,,-,（プレミアム会員で表示）,0,77130,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）,（プレミアム会員で表示）
